회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
동방선기,099410,선박 및 보트 건조업,"조선기자재, 선박용 배관",2009-11-10,12월,손지익,http://www.dongbangsm.co.kr,경상남도
상상인인더스트리,101000,특수 목적용 기계 제조업,"선박용 크레인,선박구성부품,선박의장품,철구조물 제조/철판 도매/부동산 임대",2009-11-06,12월,김동원,http://sangsangin-industry.co.kr,전라남도
진매트릭스,109820,자연과학 및 공학 연구개발업,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단",2009-11-06,12월,김수옥,http://www.genematrix.net,경기도
비츠로셀,082920,일차전지 및 축전지 제조업,리튬1차전지,2009-10-28,12월,장승국,http://www.vitzrocell.com,충청남도
한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업,"인체이식용조직(인조피부,인조뼈),의료용시술재료(가슴보형물)",2009-10-09,09월,김근영,http://hansbiomed.com,서울특별시
NHN벅스,104200,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스",2009-10-06,12월,왕문주,http://www.bugs.co.kr,경기도
아이앤씨,052860,반도체 제조업,지상파 DMB용 수신칩(모바일 TV용 SoC),2009-10-06,12월,박창일,http://www.inctech.co.kr,경기도
케이엔더블유,105330,전자부품 제조업,"Blanket, DOF, 보호필름",2009-09-29,12월,오원석,http://www.knwkorea.com,경기도
디에스케이,109740,특수 목적용 기계 제조업,"FPD(Flat Panel Display 평판디스플레이)용 Bonding System 및 In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군",2009-09-23,12월,"김태구, 김종원(각자대표)",http://www.dsk.co.kr,경기도
제넥신,095700,자연과학 및 공학 연구개발업,항체융합단백질 치료제 및 유전자치료 백신개발,2009-09-15,12월,"우정원, Neil Warma",http://genexine.com,서울특별시
톱텍,108230,특수 목적용 기계 제조업,디스플레이 자동화설비,2009-09-15,12월,정지용,http://toptec.co.kr,경상북도
동국S&C,100130,"구조용 금속제품, 탱크 및 증기발생기 제조업",Wind-Tower,2009-08-31,12월,이동진,http://www.dongkuksnc.co.kr,경상북도
에스앤더블류,103230,일반 목적용 기계 제조업,"디젤엔진부품, 산업부품, 단조품",2009-08-05,12월,정우진,http://www.snwcorp.com,부산광역시
컴투스홀딩스,063080,소프트웨어 개발 및 공급업,모바일게임,2009-07-30,12월,이용국,http://www.gamevil.com,서울특별시
동일금속,109860,금속 주조업,"크롤러크레인용 트랙슈 어셈블리, 굴삭기용 아이들러 트랙슈 스프링 등",2009-07-28,12월,오길봉,http://www.dongilmetal.co.kr,경상북도
어보브반도체,102120,반도체 제조업,"반도체,전자제품,마이크로컨트롤라",2009-06-05,12월,최원,http://abov.co.kr,충청북도
위메이드맥스,101730,소프트웨어 개발 및 공급업,실크로드 온라인,2009-06-03,12월,"장현국, 이길형 각자 대표이사",http://www.wemademax.com,경기도
이엔에프테크놀로지,102710,기타 화학제품 제조업,LCD/반도체용 케미칼,2009-05-28,12월,"지용석,김정수,박기수(각자대표)",http://www.enftech.com/,경기도
스맥,099440,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조,2009-05-26,12월,최영섭,http://www.esmec.com,경상남도
SDN,099220,기계장비 및 관련 물품 도매업,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계",2009-05-19,12월,최기혁,http://www.sdn-i.com,경기도
한국정밀기계,101680,특수 목적용 기계 제조업,"금속절삭가공기계(수치제어식 수평보링머신,오면가공기,수직선반,플로우보링머신),산업기계(전용기,공작기계부품) 제조,판매",2009-05-19,12월,하종식,http://www.hnkkorea.com,경상남도
흥국,010240,특수 목적용 기계 제조업,굴삭기 Roller 및 형단조품,2009-05-12,12월,류명준,http://www.heungkuk.co.kr,충청남도
우림피티에스,101170,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조",2009-04-28,12월,"한현석,한우진(각자 대표이사)",http://www.woorimgear.co.kr,경상남도
티플랙스,081150,기타 금속 가공제품 제조업,"스텐레스봉,판(열간제품) 제조,도매",2009-04-23,12월,김영국,http://www.tplex.co.kr,경기도
에스티오,098660,봉제의복 제조업,"셔츠,자켓/바지, 타이",2009-04-17,12월,김흥수,http://www.thesto.kr,서울특별시
에이테크솔루션,071670,특수 목적용 기계 제조업,"대형정밀금형(가전,자동차용 등)",2009-04-17,12월,유영목,http://www.atechsolution.co.kr,경기도
에스앤에스텍,101490,전자부품 제조업,블랭크마스크,2009-04-14,12월,정수홍,http://www.snstech.co.kr,대구광역시
뷰웍스,100120,의료용 기기 제조업,X-Ray Detector,2009-04-10,12월,김후식,http://www.vieworks.com,경기도
코오롱생명과학,102940,기초 의약물질 및 생물학적 제제 제조업,"항균제, 수처리제, 원료의약 등",2009-04-07,12월,이우석,,서울특별시
엔시트론,101400,반도체 제조업,디지털오디오앰프칩,2009-03-31,12월,정인견,http://www.neofidelity.com,서울특별시
파인테크닉스,106240,통신 및 방송 장비 제조업,"휴대폰부품, 소형LCD부품, LED조명기기",2009-03-16,12월,김근우,http://www.finetechnix.com,경기도
이수앱지스,086890,의료용품 및 기타 의약 관련제품 제조업,"항체치료제,효소치료제",2009-02-03,12월,황엽,http://www.abxis.com,경기도
대성파인텍,104040,자동차 신품 부품 제조업,"자동차부품(시트,도어) 제조",2009-01-23,12월,김병준,http://www.dsfinetec.com,경상남도
유비쿼스홀딩스,078070,기타 금융업,"지주회사, 자회사관리, 부동산임대",2009-01-23,12월,이상근,http://www.ubiquoss.com,경기도
메디톡스,086900,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도
엠게임,058630,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,권이형,http://www.mgamecorp.com,서울특별시
아이컴포넌트,059100,전자부품 제조업,액정평판디스플레이용 플라스틱 박판필름 제조업,2008-12-16,12월,김양국,http://www.i-components.co.kr,경기도
HLB생명과학,067630,"건축기술, 엔지니어링 및 관련 기술 서비스업","ESCO 사업, 신재생에너지 사업",2008-11-25,12월,"남상우, 한용해(각자대표)",http://www.hlb-ls.com,경기도
이크레더블,092130,기타 정보 서비스업,"전자신용인증서비스(정보),소프트웨어 개발",2008-10-24,12월,이진옥,http://www.ecredible.co.kr,서울특별시
세운메디칼,100700,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입",2008-09-30,12월,이재희,http://SEWOONMEDICAL.CO.KR,충청남도
마이크로컨텍솔,098120,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도
이엠앤아이,083470,플라스틱제품 제조업,"소형 BLU, 정밀 플라스틱 제품",2008-09-18,12월,대표이사 고창훈,http://www.kjpretech.com,경기도
삼강엠앤티,100090,1차 철강 제조업,"후육강관제조업,조선블록제조업",2008-08-01,12월,이승철,http://www.sam-kang.com/,경상남도
아이엠,101390,전자부품 제조업,휴대폰카메라모듈 등,2008-07-23,12월,김태동,http://www.im2006.com,경기도
웰크론한텍,076080,건물 건설업,"에너지절감설비,자동화배합설비,환경설비",2008-07-18,12월,"이영규, 이기창, 이영식",http://www.welcronhantec.co.kr,경기도
코리아에스이,101670,"구조용 금속제품, 탱크 및 증기발생기 제조업","영구앵커,교량용케이블,타이케이블",2008-07-15,12월,남홍기,,경기도
슈프리마에이치큐,094840,통신 및 방송 장비 제조업,지문인식솔루션및시스템,2008-07-11,12월,이재원,,경기도
서울옥션,063170,상품 중개업,미술품경매,2008-07-01,12월,이옥경,,서울특별시
이스트소프트,047560,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W",2008-07-01,12월,정상원,,서울특별시
크레버스,096240,일반 교습 학원,청담어학원,2008-06-27,12월,이충국,http://creverse.com,서울특별시
월덱스,101160,전자부품 제조업,반도체용링및전극,2008-06-19,12월,배종식,,경상북도
쎄트렉아이,099320,"항공기,우주선 및 부품 제조업","인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",2008-06-13,12월,김이을,http://www.satreci.com,대전광역시
브리지텍,064480,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업",2008-06-04,12월,신경식,http://www.bridgetec.co.kr,서울특별시
고영,098460,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비,2008-06-03,12월,고광일,http://www.kohyoung.com,서울특별시
조이시티,067000,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구),2008-05-30,12월,조성원,http://www.joycity.com,경기도
우진비앤지,018620,의약품 제조업,"슈퍼티아, 안티펜SM",2008-05-20,12월,강석진,http://www.woogenebng.com,경기도
테스,095610,특수 목적용 기계 제조업,반도체장비(화학증착장비),2008-05-20,12월,"주숭일, 이재호 (각자 대표이사)",http://www.hites.co.kr,경기도
예스24,053280,무점포 소매업,"도서,음반/DVD,화장품",2008-05-07,12월,김석환,,서울특별시
엘디티,096870,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC",2008-05-02,12월,정재천,,충청남도
메타바이오메드,059210,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도
효성오앤비,097870,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료",2008-04-08,06월,"박태헌,김방식,박문현",,충청남도
텔레필드,091440,통신 및 방송 장비 제조업,광전송장비,2008-02-01,12월,박노택,http://www.telefield.com,경기도
이트론,096040,기타 전문 도매업,컴퓨터 및 주변장치 제조,2008-01-25,12월,김명종,http://www.e-trons.co.kr,서울특별시
에스맥,097780,자동차 신품 부품 제조업,휴대폰용키모듈,2008-01-23,12월,조경숙,http://www.s-mac.co.kr,경기도
에스코넥,096630,통신 및 방송 장비 제조업,WaferProber,2007-12-26,12월,박순관(단독대표이사),http://www.s-connect.co.kr,경기도
일신바이오,068330,일반 목적용 기계 제조업,초저온냉동고및동결건조기,2007-12-26,12월,홍성대,,경기도
서원인텍,093920,통신 및 방송 장비 제조업,휴대폰용키패드및부자재,2007-12-20,12월,김재윤,http://seowonintech.co.kr,경기도
이씨에스,067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컨택센터용교환시스템,업무용교환시스템",2007-12-18,03월,현해남,http://www.ecstel.co.kr,서울특별시
대창솔루션,096350,"구조용 금속제품, 탱크 및 증기발생기 제조업",내연기관구조재(선박엔진용MBS),2007-12-17,12월,김대성,,부산광역시
아이에스이커머스,069920,무점포 소매업,"해외, 국내상품 소싱 및 판매대행 서비스",2007-12-05,12월,김응상,http://www.isecommerce.co.kr,서울특별시
알에프세미,096610,반도체 제조업,"ECM, DIODE, LED Light",2007-11-20,12월,이진효,http://www.rfsemi.co.kr/,대전광역시
디엔에프,092070,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체),2007-11-16,12월,김명운,http://www.dnfsolution.com,대전광역시
일진파워,094820,전기 및 통신 공사업,"열교환기,압력용기",2007-11-06,12월,이광섭,http://ijeng.com,울산광역시
비엠티,086670,일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)",2007-11-02,12월,윤종찬,http://superlok.com,경상남도
이엠코리아,095190,특수 목적용 기계 제조업,CNC공작기계등,2007-10-29,12월,강삼수,http://www.yesemk.com,경상남도
현우산업,092300,전자부품 제조업,인쇄회로판(PCB),2007-10-24,12월,"문병선, 문인식 (각자대표)",,인천광역시
다믈멀티미디어,093640,반도체 제조업,멀티미디어반도체,2007-10-19,12월,정집훈,http://www.tamulm.com,서울특별시
에스에너지,095910,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광발전시스템,태양전지모듈",2007-10-16,12월,"홍성민, 조효현 각자대표이사",http://www.s-energy.co.kr,경기도
성우전자,081580,통신 및 방송 장비 제조업,휴대폰금속프레스부품(전자파차단ShieldCan),2007-10-12,12월,"조일현,김영도(각자대표이사)",http://www.swei.co.kr,경기도
엘엠에스,073110,전자부품 제조업,프리즘시트,2007-10-12,12월,조성민,,경기도
제이엠티,094970,전자부품 제조업,LCD패널용PBA,2007-10-12,12월,"정수연, 정도연(각자대표)",,경기도
오디텍,080520,반도체 제조업,"광반도체, 소자 및 모듈",2007-10-08,12월,박병근,http://www.od-tech.com,전라북도
ISC,095340,전자부품 제조업,반도체테스트소켓,2007-10-01,12월,"김정렬, 김상욱 (각자 대표이사)",http://isc21.kr,경기도
네오티스,085910,자동차 신품 부품 제조업,"마이크로비트,샤프트",2007-10-01,12월,권상훈,http://www.neotis.co.kr,경기도
미래나노텍,095500,플라스틱제품 제조업,LCDBLU용광학필름,2007-10-01,12월,김철영,,충청북도
상보,027580,플라스틱제품 제조업,"광학필름,윈도우필름,미디어필름",2007-10-01,12월,김상근,http://www.sangbogroup.com,경기도
바이오톡스텍,086040,자연과학 및 공학 연구개발업,"안전성평가, 유효성평가",2007-09-21,12월,강종구,http://www.biotoxtech.com,충청북도
연이비앤티,090740,전자부품 제조업,"LCD,PDP및단말기용PBA",2007-09-19,12월,이창수,http://www.younyi.co.kr,충청남도
옴니시스템,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템",2007-09-19,12월,박혜린,http://www.omnisystem.co.kr,경기도
푸른기술,094940,컴퓨터 및 주변장치 제조업,"금융자동화기기모듈,역무자동화기기모듈,특수단말시스템",2007-09-14,12월,함현철,http://www.puloon.co.kr,서울특별시
웨이브일렉트로,095270,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기,2007-09-12,12월,박천석(단독대표),http://www.wavetc.com,경기도
빅솔론,093190,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘",2007-08-20,12월,노현철 단독 대표이사,http://www.bixolon.com,경기도
S&K폴리텍,091340,전자부품 제조업,고밀도폴리우레탄폼시트,2007-07-30,12월,강원형,http://www.snkpolytec.com,경기도
율호,072770,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",무선인터넷플랫폼,2007-07-25,12월,이정남,http://www.neodian.co.kr,서울특별시
갤럭시아머니트리,094480,소프트웨어 개발 및 공급업,전자결제,2007-07-20,12월,신동훈,http://www.galaxiamoneytree.co.kr,서울특별시
에코프로,086520,일차전지 및 축전지 제조업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,김병훈,http://www.ecopro.co.kr,충청북도
엠피대산,065150,음·식료품 및 담배 도매업,"외식프랜차이즈사업,육류가공,식자재유통등",2007-07-18,12월,"이종영,김상욱(각자대표이사)",http://www.mrpizza.co.kr,서울특별시
컴투스,078340,소프트웨어 개발 및 공급업,모바일게임,2007-07-06,12월,"송재준, 이주환",http://com2us.com/corporation,서울특별시
네오위즈,095660,소프트웨어 개발 및 공급업,"피망,스페셜포스",2007-07-02,12월,"김승철, 배태근 (공동대표)",http://www.neowizgames.com,경기도
앤씨앤,092600,반도체 제조업,차량용 블랙박스 / 영상처리용 시스템반도체,2007-06-26,12월,최종현,http://nc-and.com,경기도
엔텔스,069410,소프트웨어 개발 및 공급업,운용지원솔루션,2007-06-20,12월,최영래,http://www.ntels.com,서울특별시
풍강,093380,기타 금속 가공제품 제조업,자동차용너트류,2007-06-01,08월,김진용,http://www.pungkang.co.kr,경기도
동국제약,086450,의약품 제조업,"인사돌, 복합마데카솔, 파미레이",2007-05-29,12월,송준호,http://www.dkpharm.co.kr,서울특별시
케이프,064820,선박 및 보트 건조업,선박엔진용실린더라이너,2007-05-29,12월,정 형 석,http://www.cape.co.kr,경상남도
상신이디피,091580,일차전지 및 축전지 제조업,2차전지부품,2007-05-23,12월,김일부,http://www.ssedp.co.kr,충청남도
한라IMS,092460,선박 및 보트 건조업,"선용원격자동측정시스템,선용원격자동경보시스템",2007-05-22,12월,"지석준, 김영구",http://www.hanlalevel.co.kr,부산광역시
에프알텍,073540,통신 및 방송 장비 제조업,이동통신용중계기,2007-05-18,12월,남재국,http://www.frtek.co.kr,경기도
이엠텍,091120,전자부품 제조업,"마이크로스피커,리시버",2007-05-02,12월,"정승규, 이석근",http://www.em-tech.co.kr,경상남도
참좋은여행,094850,여행사 및 기타 여행보조 서비스업,여행상품,2007-04-30,12월,"조현문, 이종혁(공동대표이사)",http://www.verygoodtourcompany.com,서울특별시
네오리진,094860,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션,2007-04-16,12월,리지앙(Li Jiang),http://www.kornicglory.co.kr,서울특별시
이베스트투자증권,078020,금융 지원 서비스업,유가증권위탁매매,2007-02-21,12월,김원규,http://www.ebestsec.co.kr,서울특별시
매커스,093520,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시
오스템임플란트,048260,의료용 기기 제조업,치과용임플란트,2007-02-07,12월,엄태관,http://www.osstem.com,서울특별시
나노캠텍,091970,플라스틱제품 제조업,투명전도성관련제품,2007-01-30,12월,최원서,http://www.nanosbiz.com,경기도
네오팜,092730,기타 화학제품 제조업,생체기능성(아토피)보습제,2007-01-30,12월,김양수,http://neopharm.co.kr,대전광역시
비에이치,090460,전자부품 제조업,연성인쇄회로기판(FPCB),2007-01-26,12월,이경환,http://www.bhe.co.kr,인천광역시
오스코텍,039200,의약품 제조업,"뼈이식재,건강식품소재",2007-01-17,12월,"김정근, 윤태영",http://www.oscotec.com,경기도
켐트로닉스,089010,기타 화학제품 제조업,"Touch IC 및 PBA, TG, EMC",2007-01-17,12월,"김보균, 김응수",http://www.chemtronics.co.kr,세종특별자치시
제이스텍,090470,특수 목적용 기계 제조업,기계장비(디스플레이장비),2007-01-10,12월,"정재송, 최기열, 김두열 (각자 대표이사)",http://www.astjetec.co.kr,충청남도
동아엘텍,088130,특수 목적용 기계 제조업,LCD검사장비,2007-01-03,12월,"박재규, 김재평(각자대표이사)",http://www.dongaeltek.co.kr,경기도
휴온스글로벌,084110,의약품 제조업,의약품제조업,2006-12-19,12월,송수영,http://www.huonsglobal.com,경기도
케이씨티,089150,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","금융단말시스템,복표발매기,마권발매기",2006-12-13,12월,이규현,http://www.kctinc.co.kr,경기도
파트론,091700,전자부품 제조업,"카메라모듈, 안테나, 센서류 등",2006-12-13,12월,"김종구, 김종태",http://www.partron.co.kr,경기도
유니테스트,086390,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)",2006-12-05,12월,김종현,http://www.uni-test.com,경기도
휴림로봇,090710,특수 목적용 기계 제조업,제조업용로봇및서비스로봇,2006-12-05,12월,김봉관,http://www.dstrobot.com,충청남도
에스에이티,060540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","교통관련장비(고정식축중기, 이동식축중기 등)",2006-11-28,12월,정성원,http://www.satech.co.kr,경기도
큐에스아이,066310,반도체 제조업,레이저다이오드(LaserDiode),2006-11-24,12월,이청대,http://www.qsilaser.com,충청남도
멀티캠퍼스,067280,기타 교육기관,성인/기업전문 교육서비스,2006-11-16,12월,박성태,http://www.multicampus.com,서울특별시
코세스,089890,특수 목적용 기계 제조업,반도체SolderBall부착장비등,2006-11-08,12월,박명순,http://www.koses.co.kr,경기도
성창오토텍,080470,자동차 신품 부품 제조업,"차량용에어컨필터,차량용공기청정기등",2006-11-03,12월,이병진,http://www.sc-autotech.com,경기도
넥스턴바이오,089140,특수 목적용 기계 제조업,CNC자동선반,2006-11-01,12월,이정찬,http://www.nexturn.co.kr,경기도
제이티,089790,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등),2006-10-27,12월,유홍준,http://www.jtcorp.co.kr,충청남도
아이윈,090150,자동차 신품 부품 제조업,시트히터,2006-10-20,12월,"신규진, 조병호(각자대표이사)",http://www.kwangjinwintec.com,부산광역시
이녹스,088390,그외 기타 운송장비 제조업,"FPCB소재,반도체PKG소재,디스플레이소재,OLED소재",2006-10-20,12월,박정진,http://www.innoxcorp.com,충청남도
THE E&M,089230,기타 정보 서비스업,인터넷 개인방송 플랫폼,2006-10-10,12월,"신환률, 김대권(각자대표)",http://www.theenm.com,서울특별시
바텍,043150,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등",2006-09-29,12월,"현정훈, 김선범 (각자 대표)",http://www.vatech.co.kr,경기도
MDS테크,086960,소프트웨어 개발 및 공급업,"임베디드개발솔루션,임베디드소프트웨어",2006-09-26,12월,"이창열, 이정승",http://www.mdstech.co.kr,경기도
루멘스,038060,반도체 제조업,LED개발 및 제조,2006-08-08,12월,이경재,http://www.lumens.co.kr,경기도
CSA 코스믹,083660,기타 화학제품 제조업,화장품 제조 및 판매,2006-07-25,12월,조성아,http://www.csacosmic.com,서울특별시
티엘아이,062860,반도체 제조업,LCDTV및모니터용TimingController,2006-07-25,12월,홍세경,http://www.tli.co.kr,경기도
한국전자금융,063570,기타 사업지원 서비스업,"ATM관리사업,CD-VAN사업",2006-07-14,12월,구자성,http://www.nicetcm.co.kr,서울특별시
쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화투자및배급,2006-07-07,12월,김도수,http://www.showbox.co.kr,서울특별시
팬엔터테인먼트,068050,"영화, 비디오물, 방송프로그램 제작 및 배급업","방송영상물,음반",2006-07-07,12월,박영석,http://www.thepan.co.kr,서울특별시
루트로닉,085370,의료용 기기 제조업,의료용레이저기기,2006-07-04,12월,황해령,http://www.lutronic.com,경기도
인포뱅크,039290,기타 정보 서비스업,"모바일메시징서비스,휴대폰단말기용S/W개발용역",2006-07-04,12월,박태형,http://www.infobank.net,경기도
아이오케이,078860,"영화, 비디오물, 방송프로그램 제작 및 배급업",연예인 매니지먼트,2006-06-27,12월,한성구,http://www.iok.co.kr,서울특별시
동우팜투테이블,088910,"도축, 육류 가공 및 저장 처리업","육계,삼계",2006-06-23,12월,이계창,http://dongwoofarmtotable.com,전라북도
제이브이엠,054950,일반 목적용 기계 제조업,"전자동 정제,분류 및 포장시스템",2006-06-07,12월,이용희,http://www.myjvm.com,대구광역시
팅크웨어,084730,통신 및 방송 장비 제조업,"내비게이션,블랙박스,태블릿 및 위치정보서비스",2006-05-19,12월,이흥복,http://www.thinkware.co.kr,경기도
진바이오텍,086060,산업용 농·축산물 및 동·식물 도매업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등",2006-04-28,12월,이찬호,http://www.genebiotech.co.kr,충청남도
TKG애강,022220,플라스틱제품 제조업,"PB/CPVC 파이프, 연결구",2006-04-11,12월,황광식,http://www.jsak.co.kr,충청북도
에이스테크,088800,통신 및 방송 장비 제조업,"단말기용안테나,기지국용안테나",2006-03-27,12월,"구관영,홍익표(각자대표)",http://www.aceantenna.co.kr/kor/,인천광역시
셀트리온제약,068760,의약품 제조업,고덱스 캡슐 외,2006-02-03,12월,서정수,http://www.celltrionph.com,충청북도
GST,083450,특수 목적용 기계 제조업,"GasScrubber,Chiller",2006-02-01,12월,"김덕준, 장광수(각자대표)",http://www.gst-in.com,경기도
에너토크,019990,일반 목적용 기계 제조업,전동액츄에이터,2006-02-01,12월,장기원,http://www.enertork.com,경기도
제우스,079370,특수 목적용 기계 제조업,LCD제조용장비,2006-02-01,12월,이종우,http://www.globalzeus.com,경기도
한일네트웍스,046110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스ASP,2006-01-20,12월,송기홍,http://www.hanilnetworks.com,서울특별시
뉴프렉스,085670,전자부품 제조업,연성인쇄회로기판,2006-01-17,12월,"임우현, 임시연 (각자대표)",http://www.newflex.co.kr,경기도
유진테크,084370,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,2006-01-17,12월,"엄평용, 신승우 (각자 대표이사)",http://www.eugenetech.co.kr,경기도
크리스탈지노믹스,083790,자연과학 및 공학 연구개발업,신개념항생제(전임상),2006-01-06,12월,조중명,http://www.cgxinc.com,경기도
바이오니아,064550,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비",2005-12-29,12월,박한오,http://www.bioneer.co.kr,대전광역시
헬릭스미스,084990,자연과학 및 공학 연구개발업,"바이오신약, 천연물신약 연구개발",2005-12-29,12월,"김선영, 유승신(각자 대표이사)",http://helixmith.com,서울특별시
인콘,083640,통신 및 방송 장비 제조업,영상보안장비 및 영상보안솔루션,2005-12-27,12월,"최영훈, 김성곤(각자대표)",http://www.in-con.biz,경기도
차바이오텍,085660,기초 의약물질 및 생물학적 제제 제조업,"세포치료제 개발, 제대혈 보관 등",2005-12-27,12월,오상훈 (단독대표),http://www.chabio.com,서울특별시
대봉엘에스,078140,의약품 제조업,"원료의약품,화장품원료",2005-12-23,12월,"박종호, 박진오",http://www.daebongls.co.kr,인천광역시
와이엔텍,067900,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조",2005-12-23,12월,박지영,http://www.y-entec.co.kr,전라남도
케이엠,083550,기타 섬유제품 제조업,클린룸용Wiper,2005-12-20,12월,신병순,http://kmbiz.com,강원도
EV수성,084180,일반 목적용 기계 제조업,전동지게차,2005-12-16,12월,"김대진, 김덕진 (각자 대표이사)",http://www.soosung.com,인천광역시
한국코퍼레이션,050540,기타 사업지원 서비스업,"CRM서비스,CRM솔루션",2005-12-12,12월,"성상윤, 조성완 (각자 대표이사)",http://www.besthc.co.kr,서울특별시
모다이노칩,080420,"섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터",2005-12-06,12월,"박인길, 정태형",http://www.innochips.co.kr,경기도
비에이치아이,083650,일반 목적용 기계 제조업,"보일러,열교환기등",2005-12-02,12월,"우종인, 조원래 (각자 대표이사)",http://www.bhi.co.kr,경상남도
케스피온,079190,통신 및 방송 장비 제조업,휴대폰안테나,2005-11-29,12월,"이승준, LLOYD YEONSU LEE (각자 대표이사)",http://emw.co.kr,인천광역시
비보존 헬스케어,082800,반도체 제조업,백색발광다이오드(LED),2005-11-18,12월,이두현,http://www.lumimicro.com,경기도
자연과환경,043910,환경 정화 및 복원업,"스테인레스파이프, 다공성식생블록,조경원예자재",2005-11-18,12월,이병용,http://www.e-nne.co.kr,충청남도
와토스코리아,079000,플라스틱제품 제조업,위생도기용부속(양변기용),2005-11-15,12월,"송공석,송태양",http://www.watos.com,전라남도
폴라리스오피스,041020,소프트웨어 개발 및 공급업,시스템 소프트웨어,2005-10-28,12월,지준경,http://www.polarisofficecorp.com,서울특별시
디아크,078590,자동차 신품 부품 제조업,자동차내장카페트,2005-10-27,12월,설정호,http://www.oqp.co.kr,경상남도
서린바이오,038070,기타 전문 도매업,생명과학연구기기및시약,2005-10-25,12월,"황을문, 강미옥 (각자 대표이사)",http://www.seoulin.co.kr,경기도
가비아,079940,소프트웨어 개발 및 공급업,"도메인,호스팅",2005-10-19,12월,김홍국,http://www.gabia.com,경기도
덕산하이메탈,077360,반도체 제조업,솔더볼(Solderball),2005-10-14,12월,"김윤철, 이수훈(각자대표이사)",http://www.dshm.co.kr,울산광역시
아바코,083930,특수 목적용 기계 제조업,평판디스플레이제조용장비,2005-10-11,12월,김광현,http://www.avaco.co.kr,대구광역시
하나마이크론,067310,반도체 제조업,"반도체패키징,IOT",2005-10-11,12월,이동철,http://www.hanamicron.co.kr,충청남도
엘오티베큠,083310,특수 목적용 기계 제조업,반도체제조용진공펌프,2005-10-05,12월,오흥식,http://www.lotvacuum.com,경기도
